"AnimalNumber","AnimalType","AnimalName","Age","ColorAndBreed","Stage","Location","SubLocation","DateOfBirth","Sex","AnimalWeight","NumberOfPictures","IntakeDateTime","ARN","MicrochipNumber"
"A0059817192","Dog","Muses","05 year(s) 04 month(s) 13 day(s)"," White / Fawn Terrier, Pit Bull / Mix","Available","Foster","Foster Home","11/20/2020 12:00 AM","S","54","3","11/19/2025 12:06 PM","L2-OA","985113010488042"
"A0059824398","Dog","Kong","03 year(s) 04 month(s) 12 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","11/21/2022 12:00 AM","N","57","3","11/20/2025 11:26 AM","L3-OA","941010003964410"
"A0059829644","Dog","Eggnog","01 year(s) 04 month(s) 12 day(s)","Tiger Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","11/21/2024 12:00 AM","S","55","3","11/21/2025 06:05 AM","L3-SF","941010004333570"
"A0059832238","Dog","Captain Kid","01 year(s) 04 month(s) 11 day(s)"," Black / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 506","B1","11/22/2024 12:00 AM","N","65","3","3/17/2026 12:42 PM","L2 - BH/SD","941010004436327"
"A0059832516","Dog","Junebug","02 year(s) 04 month(s) 11 day(s)"," White / Grey Mixed Breed, Large (over 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","11/22/2023 12:00 AM","N","56.4","3","11/21/2025 01:12 PM","L3 - LB/OA","941010004404082"
"A0059837762","Dog","Stavvy","06 year(s) 04 month(s) 10 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","11/23/2019 12:00 AM","N","54","1","11/22/2025 01:31 PM","L2-OA/LR","941010004329801"
"A0059840186","Dog","Josie","09 year(s) 03 month(s) 05 day(s)"," Cream Mixed Breed, Small (under 24 lbs fully grown) / Mix","Available","Foster","Foster Home","12/28/2016 12:00 AM","S","16","1","11/23/2025 07:03 AM","L3-BH/SF","941010004237161"
"A0059842902","Dog","Pumpkin Pie","05 year(s) 04 month(s) 08 day(s)"," Chocolate / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","11/25/2020 12:00 AM","S","42","3","11/24/2025 09:22 AM","L1","941010004328324"
"A0059843787","Dog","Billion","04 year(s) 04 month(s) 08 day(s)"," Black / Brown Bully American  - Standard / Mix","Bite Quarantine - Not Visible","Dogs 203","2","11/25/2021 12:00 AM","M","71","1","3/5/2026 12:14 PM","STAFF ONLY",""
"A0059843826","Dog","Loyal","02 year(s) 04 month(s) 08 day(s)"," Brown Bully American - Pocket / Mix","Court","Dog ISO 156","C8","11/25/2023 12:00 AM","F","41.2","1","3/5/2026 12:14 PM","L2-H",""
"A0059848980","Dog","Benjamin Franklin",""," White Argentine Dogo / Mix","Court","Dogs 201","7","","M","","1","11/24/2025 11:43 PM","STAFF ONLY",""
"A0059850946","Dog","Chowder","01 year(s) 04 month(s) 07 day(s)"," White / Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","11/26/2024 12:00 AM","S","40","3","11/25/2025 11:39 AM","L1","941010004213950"
"A0059856116","Dog","Snowdrop","02 year(s) 04 month(s) 07 day(s)"," Black / White Terrier, Pit Bull / Mix","Urgent","Foster","Foster Home","11/26/2023 12:00 AM","S","48","3","11/25/2025 09:02 PM","L2-SF","941010004173788"
"A0059863210","Dog","Sushi Williams","01 year(s) 10 month(s) 02 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","5/31/2024 12:00 AM","S","54.2","3","11/28/2025 12:42 PM","L2-BR","941010004478369"
"A0059863913","Dog","Monte Cristo","00 year(s) 11 month(s) 04 day(s)"," White / Black Mixed Breed, Small (under 24 lbs fully grown) / Mix","Priority","Foster","Foster Home","4/29/2025 12:00 AM","N","28.6","3","11/28/2025 02:55 PM","L2-OA","985113009934750"
"A0059867410","Dog","Luna","08 year(s) 04 month(s) 27 day(s)"," Brown Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","11/6/2017 12:00 AM","S","42.4","3","11/29/2025 04:23 PM","L2-SF","982126052308353"
"A0059870923","Dog","LuLu","03 year(s) 04 month(s) 00 day(s)"," Grey / White Terrier, Pit Bull / Mix","Available","Dogs 081","A10","12/2/2022 12:00 AM","S","43.4","3","4/1/2026 11:27 AM","L2 - SF","941010005035725"
"A0059874986","Dog","Valentine","08 year(s) 03 month(s) 30 day(s)"," Bronze Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Foster","Foster Home","12/3/2017 12:00 AM","N","66","3","12/2/2025 02:22 PM","L1","981020023139146"
"A0059876004","Dog","Treasure","04 year(s) 04 month(s) 00 day(s)"," White / Black Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/2/2021 12:00 AM","S","50.2","3","12/1/2025 04:14 PM","L1","941010005030777"
"A0059876839","Dog","Cocoa Pebbles","00 year(s) 08 month(s) 00 day(s)"," Black / White Retriever, Labrador / Mix","Pending Medical Assessment/Treatment","Foster","Foster Home","8/2/2025 12:00 AM","S","35.4","1","12/13/2025 01:43 PM","L2-SF","941010004527143"
"A0059879049","Dog","Liza Minnelli","00 year(s) 06 month(s) 00 day(s)"," Blond / Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 067","A5","10/2/2025 12:00 AM","S","26.4","3","3/25/2026 11:18 AM","L1","941010005087640"
"A0059879738","Dog","Yanga","05 year(s) 03 month(s) 30 day(s)"," Brindle / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","12/3/2020 12:00 AM","S","63","3","12/2/2025 12:39 PM","L1","941010004510628"
"A0059883251","Dog","Brawny","03 year(s) 09 month(s) 29 day(s)"," Tan / Black Cane Corso / Mix","Available","Foster","Foster Home","6/4/2022 12:00 AM","N","63.8","3","3/2/2026 04:58 PM","L1","941010004413306"
"A0059883999","Dog","Toni","02 year(s) 02 month(s) 25 day(s)"," Grey Terrier, Pit Bull / Mix","Available","Foster","Foster Home","1/8/2024 12:00 AM","S","48.2","3","12/2/2025 08:35 PM","L1","941010005037191"
"A0059887168","Dog","Sally","01 year(s) 09 month(s) 28 day(s)"," White / Black Terrier, Pit Bull / Mix","Urgent","Foster","Foster Home","6/5/2024 12:00 AM","S","41","3","12/3/2025 02:17 PM","L2-OD/H","941010004967696"
"A0059887386","Dog","Jo","06 year(s) 00 month(s) 07 day(s)"," White / Black Terrier, Pit Bull / Mix","Pre-Euthanasia","Dog Pre/Post Op 138","3","3/26/2020 12:00 AM","N","49","3","12/3/2025 02:17 PM","L1","941010005069932"
"A0059897793","Dog","Freckles","13 year(s) 03 month(s) 28 day(s)"," Tan / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Bite Quarantine - Not Visible","Foster","Foster Home","12/5/2012 12:00 AM","S","36","3","12/4/2025 09:11 PM","L1","0A134A4749"
"A0059899389","Dog","Bongela","04 year(s) 03 month(s) 27 day(s)"," Grey / White Terrier, Pit Bull / Mix","Priority","Puppy 48","2","12/6/2021 12:00 AM","S","59","1","12/5/2025 11:53 AM","L1","941010004860018"
"A0059906032","Dog","Bonnie","02 year(s) 03 month(s) 18 day(s)"," Tan / Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Foster","Foster Home","12/15/2023 12:00 AM","S","38","3","12/6/2025 02:07 PM","L3-SF","941010004686522"
"A0059912386","Dog","Arwen","01 year(s) 00 month(s) 24 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 402","C6","3/9/2025 12:00 AM","S","36","3","3/10/2026 11:31 AM","L1","941010004355919"
"A0059914806","Dog","Genesis","01 year(s) 09 month(s) 18 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 066","B3","6/15/2024 12:00 AM","S","52.6","3","3/28/2026 02:00 PM","L1","941010004971406"
"A0059916584","Dog","Frangilla","02 year(s) 03 month(s) 24 day(s)"," Charcoal / White Terrier, Pit Bull","Available","Foster","Foster Home","12/9/2023 12:00 AM","S","50","3","12/9/2025 10:09 AM","L1","941010004464556"
"A0059922434","Dog","Willow","10 year(s) 03 month(s) 23 day(s)"," Brown Terrier, Pit Bull / Mix","Available","Dogs 079","B6","12/10/2015 12:00 AM","S","56.4","2","12/9/2025 07:40 PM","L1","941010004956855"
"A0059925496","Cat","Ashton","03 year(s) 03 month(s) 23 day(s)"," Black / White Domestic Shorthair / Mix","Available","Foster","Foster Home","12/10/2022 12:00 AM","S","7.8","3","12/10/2025 12:55 PM","L1","941010004432944"
"A0059926387","Dog","Jetsam","02 year(s) 03 month(s) 22 day(s)"," Brown Bulldog / Mix","Priority","Foster","Foster Home","12/11/2023 12:00 AM","N","60.6","2","12/10/2025 02:33 PM","L2-OA","941010004976437"
"A0059929504","Dog","Suga Suga","01 year(s) 03 month(s) 22 day(s)"," Black Terrier, American Pit Bull / Mix","Urgent","Foster","Foster Home","12/11/2024 12:00 AM","S","53","3","12/11/2025 04:20 AM","L3 - OA","941010004858846"
"A0059932630","Dog","Bailey","02 year(s) 01 month(s) 25 day(s)","Badger Brown / White Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","2/8/2024 12:00 AM","S","43","3","2/7/2026 08:59 PM","L1","941000030438149"
"A0059936274","Dog","Jett-ADOPTED","02 year(s) 03 month(s) 21 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Trial Adoption","Foster","Trial Adoption","12/12/2023 12:00 AM","N","40","3","3/14/2026 06:04 PM","L2-OA/JM","941010004639163"
"A0059942852","Dog","Beluga","02 year(s) 02 month(s) 25 day(s)"," Tan / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Urgent","Receiving 129","Crate","1/8/2024 12:00 AM","N","41","3","12/13/2025 12:04 PM","L2-SF","941010004142975"
"A0059943984","Dog","Jeff","07 year(s) 03 month(s) 18 day(s)"," Grey / White Terrier, Pit Bull / Mix","Available","Foster","Foster Home","12/15/2018 12:00 AM","N","72","2","12/14/2025 06:49 PM","L2-OA","981020057034021"
"A0059949826","Dog","Rylo","04 year(s) 03 month(s) 18 day(s)"," White / Tan Mixed Breed, Large (over 44 lbs fully grown) / Mix","Priority","Dogs 503","A5","12/15/2021 12:00 AM","N","75","3","12/15/2025 12:45 PM","L1","985113004470400"
"A0059953781","Dog","IRMA","02 year(s) 09 month(s) 15 day(s)"," Grey Terrier, Pit Bull / Mix","Urgent","Foster","Foster Home","6/18/2023 12:00 AM","S","42.9","3","12/16/2025 05:45 PM","L2-A/M&G","941010005036045"
"A0059956967","Dog","Atticus","00 year(s) 11 month(s) 17 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","4/16/2025 12:00 AM","N","48.6","3","12/16/2025 02:01 PM","L1","941010005053260"
"A0059957796","Dog","Sasha","05 year(s) 03 month(s) 16 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Available","Dogs 406","B7","12/17/2020 12:00 AM","S","60","3","3/28/2026 12:30 PM","L2-H/OA","941010004416903"
"A0059959702","Dog","Holly","01 year(s) 09 month(s) 15 day(s)"," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 506","A1","6/18/2024 12:00 AM","S","56","3","3/25/2026 03:05 PM","L1","941010004506627"
"A0059960650","Dog","Dondone","02 year(s) 09 month(s) 15 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","6/18/2023 12:00 AM","N","62","3","12/16/2025 10:37 PM","L2-A/FJ","941010005003090"
"A0059977933","Dog","Cal-ADOPTED","00 year(s) 03 month(s) 17 day(s)"," Brown / White Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/16/2025 12:00 AM","N","10","2","12/19/2025 03:27 PM","2025015673","941010004026598"
"A0059978580","Dog","Smiles","01 year(s) 09 month(s) 12 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 306","A5","6/21/2024 12:00 AM","S","48.2","3","2/28/2026 03:58 PM","L1","941010005103753"
"A0059980948","Dog","Honor","02 year(s) 05 month(s) 22 day(s)"," Grey / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 606","A7","10/11/2023 12:00 AM","S","51.2","3","3/19/2026 03:08 PM","L1","941010003542995"
"A0059980958","Dog","Jolene","02 year(s) 11 month(s) 18 day(s)"," Rust Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 606","A1","4/15/2023 12:00 AM","S","47.6","3","3/19/2026 03:13 PM","L1","981020043225866"
"A0059985568","Dog","Rocky","04 year(s) 03 month(s) 10 day(s)"," Brown / White Bully American  - Standard / Mix","Court","Dogs 204","2","12/23/2021 12:00 AM","M","44.2","1","12/22/2025 08:59 AM","L1-EA",""
"A0059987203","Dog","Daisy Duck","05 year(s) 09 month(s) 09 day(s)"," Grey / White Terrier, Pit Bull / Mix","Available","Receiving 130","11","6/24/2020 12:00 AM","S","44.4","3","2/17/2026 02:35 PM","L1","981020025548770"
"A0059998766","Dog","Poinsettia","03 year(s) 03 month(s) 08 day(s)"," White / Brown Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","12/25/2022 12:00 AM","S","51","3","12/24/2025 01:27 PM","L1","941010004697847"
"A0059999309","Dog","Twonkle","04 year(s) 02 month(s) 20 day(s)"," Brown / White Terrier, Pit Bull / Mix","Urgent","Foster","Foster Home","1/13/2022 12:00 AM","N","61","3","12/24/2025 03:53 PM","L2-SF","941010004139024"
"A0059999744","Dog","Garms","08 year(s) 02 month(s) 23 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","1/10/2018 12:00 AM","N","52.6","3","12/24/2025 08:36 PM","L2-A/SF","941010004867192"
"A0059999810","Dog","Cypress - ADOPTED","01 year(s) 03 month(s) 07 day(s)"," Tan Terrier, Pit Bull / Mix","Trial Adoption","Foster","Trial Adoption","12/26/2024 12:00 AM","N","39.4","3","3/28/2026 11:00 AM","L3-SF","941010004145837"
"A0060000360","Dog","Pompey","01 year(s) 00 month(s) 07 day(s)"," Brown / Taupe Terrier, American Pit Bull / Mix","Available","Foster","Foster Home","3/26/2025 12:00 AM","S","44.2","2","12/26/2025 09:13 AM","L1","991003911588952"
"A0060000370","Dog","Denver","02 year(s) 03 month(s) 07 day(s)"," Black / Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","12/26/2023 12:00 AM","N","58","3","3/5/2026 02:28 PM","L2-EA/OA/H","941010004976738"
"A0060004839","Dog","Anette","06 year(s) 01 month(s) 14 day(s)"," Bronze Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","2/19/2020 12:00 AM","S","55","3","12/27/2025 11:40 AM","L1","985113005393730"
"A0060007257","Dog","Queenie","03 year(s) 03 month(s) 05 day(s)"," Black Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/28/2022 12:00 AM","S","45","3","12/28/2025 03:33 AM","L1","941010005068601"
"A0060009593","Dog","Boomerang","04 year(s) 03 month(s) 03 day(s)"," Brown / White Terrier, American Pit Bull / Mix","Court","Dogs 201","9","12/30/2021 12:00 AM","M","69","1","12/29/2025 03:21 PM","L3-BR",""
"A0060009595","Dog","Ziga","04 year(s) 03 month(s) 03 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Court","Dog Quarantine","B4","12/30/2021 12:00 AM","F","55.6","1","12/29/2025 03:21 PM","L3-BR",""
"A0060009596","Dog","Nonna","03 year(s) 03 month(s) 03 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Court","Dogs 204","6","12/30/2022 12:00 AM","F","54.6","1","12/29/2025 03:21 PM","L2-OA",""
"A0060009597","Dog","Tevy","02 year(s) 03 month(s) 03 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Court","Dog Quarantine","B3","12/30/2023 12:00 AM","M","49.2","1","12/29/2025 03:21 PM","L2-SF/OA",""
"A0060009599","Dog","Tavis","01 year(s) 03 month(s) 03 day(s)"," Tan / White Terrier, American Pit Bull / Mix","Court","Dog Quarantine","A3","12/30/2024 12:00 AM","M","56.2","1","12/29/2025 03:21 PM","L2-SF",""
"A0060012030","Dog","Bullseye","01 year(s) 06 month(s) 24 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","9/9/2024 12:00 AM","N","29.2","3","12/29/2025 01:12 PM","L3-A","941010004000649"
"A0060014800","Dog","Blue","02 year(s) 03 month(s) 03 day(s)"," Black / White Terrier, Pit Bull / Mix","Priority","Dogs 406","A7","12/30/2023 12:00 AM","N","67","3","12/29/2025 06:05 PM","L2-OA/LR/M&G","941010004979784"
"A0060016224","Dog","Jayla","01 year(s) 03 month(s) 02 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/31/2024 12:00 AM","S","46","3","3/8/2026 05:15 PM","L1","941010004676352"
"A0060017473","Dog","Mama Odie","03 year(s) 03 month(s) 02 day(s)"," Brown Mixed Breed, Large (over 44 lbs fully grown) / Mix","Available","Foster","Foster Home","12/31/2022 12:00 AM","S","52.6","3","12/30/2025 11:48 AM","L2-SF","941010004580831"
"A0060018734","Dog","Janis","02 year(s) 03 month(s) 02 day(s)"," Brown / White Terrier, Pit Bull / Mix","Priority","Puppy 48","1","12/31/2023 12:00 AM","S","45.8","3","12/30/2025 02:35 PM","L1","941010004508977"
"A0060021577","Cat","Xenomorph","00 year(s) 04 month(s) 28 day(s)"," Black / White Domestic Shorthair / Mix","Pending Behavior Assessment","Foster","Foster Home","11/5/2025 12:00 AM","N","3.5","1","12/30/2025 04:31 PM","L2-SF",""
"A0060021598","Cat","Babadook","00 year(s) 04 month(s) 28 day(s)","Harlequin / Tabby Grey / White Domestic Shorthair / Mix","Pending Behavior Assessment","Foster","Foster Home","11/5/2025 12:00 AM","S","3.5","1","12/30/2025 04:31 PM","L2-SF",""
"A0060022430","Dog","Tri","01 year(s) 03 month(s) 02 day(s)"," Black / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 606","A5","12/31/2024 12:00 AM","N","46.2","3","3/14/2026 02:47 PM","L2-SF","941010004953883"
"A0060023094","Dog","Ralphie","01 year(s) 03 month(s) 02 day(s)"," Brown / White Terrier, Pit Bull / Mix","Priority","Dogs 066","B4","12/31/2024 12:00 AM","N","55.2","3","12/30/2025 09:23 PM","L3-OA","941010005073160"
"A0060025585","Dog","Corn Syrup","03 year(s) 03 month(s) 02 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Dogs 506","A7","12/31/2022 12:00 AM","F","58.2","3","12/31/2025 01:50 PM","L2-RG","941010005025111"
"A0060026249","Dog","Gordon","00 year(s) 09 month(s) 01 day(s)"," Black / White Siberian Husky / Terrier, Pit Bull","Available","Foster","Foster Home","7/1/2025 12:00 AM","N","38","3","12/31/2025 02:26 PM","L1","941010004509296"
"A0060026829","Dog","Mr Squatch","06 year(s) 03 month(s) 01 day(s)"," Brown Terrier, Pit Bull / Mix","Available","Foster","Foster Home","1/1/2020 12:00 AM","N","66","3","1/25/2026 04:45 PM","L3-SD/BH","941010004663414"
"A0060028920","Dog","Ahri","07 year(s) 03 month(s) 00 day(s)"," Tan Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Puppy 47","3","1/2/2019 12:00 AM","S","95.4","3","1/1/2026 01:32 PM","L1","956000011965913"
"A0060031280","Dog","Remus - adopted!","04 year(s) 08 month(s) 28 day(s)"," Black / Brown Rottweiler / Mix","Rescue","Foster","Foster Home","7/5/2021 12:00 AM","N","77","3","1/2/2026 12:17 PM","L1","941010004547309"
"A0060032565","Dog","Albie","01 year(s) 02 month(s) 30 day(s)"," Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Priority","Foster","Foster Home","1/3/2025 12:00 AM","S","43","2","1/2/2026 02:14 PM","L2-SF","941010004988836"
"A0060036403","Cat","Ghost","05 year(s) 02 month(s) 21 day(s)","Harlequin / Tabby White / Brown Domestic Shorthair / Mix","Available","Foster","Foster Home","1/12/2021 12:00 AM","N","8.5","2","1/3/2026 12:16 PM","L1","941010004857716"
"A0060038122","Dog","Gingersnap","02 year(s) 02 month(s) 29 day(s)"," Brown / White Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Urgent","Foster","Foster Home","1/4/2024 12:00 AM","S","47","3","1/3/2026 04:27 PM","L2-A","941010005082852"
"A0060038890","Dog","Lamelo","05 year(s) 02 month(s) 29 day(s)"," Black / Brown Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Dogs 503","B3","1/4/2021 12:00 AM","S","57","1","1/3/2026 10:21 PM","L1",""
"A0060039715","Dog","Mister Worldwide","03 year(s) 02 month(s) 28 day(s)"," Grey Mixed Breed, Medium (up to 44 lbs fully grown) / Mix","Available","Foster","Foster Home","1/5/2023 12:00 AM","N","56","3","1/4/2026 01:00 PM","L1","941010005016235"
